regine,wood_din_µg/l,wood_totn_µg/l,wood_tdp_µg/l,wood_totp_µg/l,wood_toc_mg/l,upland_din_µg/l,upland_totn_µg/l,upland_tdp_µg/l,upland_totp_µg/l,upland_toc_mg/l,wood_ton_µg/l,wood_tpp_µg/l,upland_ton_µg/l,upland_tpp_µg/l
002.A2C,86.1,470.1,1.8,10.4,19.3,63.3,299.9,1.9,7.8,10.0,384.0,8.6,236.59999999999997,5.9
002.A2D,85.5,470.8,1.9,10.6,19.4,61.9,298.0,1.9,7.8,9.9,385.3,8.7,236.1,5.9
002.A3,85.6,474.1,1.7,10.4,19.6,65.3,302.7,1.9,7.8,10.0,388.5,8.700000000000001,237.39999999999998,5.9
002.A4,85.6,473.0,1.7,10.4,19.5,64.5,301.6,1.9,7.8,10.0,387.4,8.700000000000001,237.10000000000002,5.9
002.A51,83.7,478.0,1.7,10.6,20.0,64.5,301.5,1.9,7.9,10.0,394.3,8.9,237.0,6.0
002.A52,83.1,477.6,1.8,10.7,20.0,62.8,299.2,1.9,7.9,10.0,394.5,8.899999999999999,236.39999999999998,6.0
002.A5A,81.7,481.1,1.7,10.8,20.3,62.9,299.3,2.0,8.0,10.0,399.40000000000003,9.100000000000001,236.4,6.0
002.A5B,81.6,483.4,1.6,10.7,20.4,64.6,301.6,2.0,8.0,10.0,401.79999999999995,9.1,237.00000000000003,6.0
002.A5C,79.7,489.6,1.6,10.8,20.9,65.6,302.9,2.0,8.1,10.0,409.90000000000003,9.200000000000001,237.29999999999998,6.1
002.A60,84.6,474.2,1.8,10.6,19.7,63.1,299.6,1.9,7.8,10.0,389.6,8.799999999999999,236.50000000000003,5.9
002.A7,83.2,476.1,1.9,10.8,19.9,61.3,296.9,2.0,7.9,9.9,392.90000000000003,8.9,235.59999999999997,5.9
002.A8,85.6,469.9,2.0,10.7,19.4,60.2,295.4,1.9,7.8,9.9,384.29999999999995,8.7,235.2,5.9
002.AA11,83.3,475.6,1.9,10.8,19.9,60.8,296.2,2.0,7.9,9.9,392.3,8.9,235.39999999999998,5.9
002.AA12,82.9,476.4,1.9,10.9,20.0,60.9,296.3,2.0,8.0,9.9,393.5,9.0,235.4,6.0
002.AA21,83.2,475.7,1.9,10.8,19.9,60.8,296.2,2.0,7.9,9.9,392.5,8.9,235.39999999999998,5.9
002.AA22,83.2,475.7,1.9,10.8,19.9,60.8,296.2,2.0,7.9,9.9,392.5,8.9,235.39999999999998,5.9
002.AA3,82.1,478.6,1.8,10.9,20.2,61.2,296.7,2.0,8.0,9.9,396.5,9.1,235.5,6.0
002.AA4,82.2,477.8,1.9,10.9,20.1,60.5,295.7,2.0,8.0,9.9,395.6,9.0,235.2,6.0
002.AA5,81.3,480.5,1.8,10.9,20.3,61.4,297.0,2.0,8.0,9.9,399.2,9.1,235.6,6.0
002.AA6,81.7,479.2,1.9,10.9,20.2,60.9,296.3,2.0,8.0,9.9,397.5,9.0,235.4,6.0
002.AA7,81.4,480.0,1.8,10.9,20.3,61.1,296.5,2.0,8.0,9.9,398.6,9.1,235.4,6.0
002.AA8,81.2,480.1,1.9,11.0,20.3,60.6,295.8,2.0,8.0,9.9,398.90000000000003,9.1,235.20000000000002,6.0
002.AAA,80.1,482.0,1.9,11.1,20.5,60.0,294.7,2.0,8.1,9.9,401.9,9.2,234.7,6.1
002.AAB,78.6,484.7,1.8,11.2,20.8,59.7,294.2,2.0,8.2,9.9,406.1,9.399999999999999,234.5,6.199999999999999
002.AB0,80.1,483.6,1.8,11.0,20.6,61.9,297.8,2.0,8.1,10.0,403.5,9.2,235.9,6.1
002.ABA,78.3,488.9,1.7,11.0,21.0,63.0,299.2,2.0,8.2,10.0,410.59999999999997,9.3,236.2,6.199999999999999
002.ABB,79.3,487.5,1.6,10.9,20.8,63.7,300.2,2.0,8.1,10.0,408.2,9.3,236.5,6.1
002.ABC,78.5,490.4,1.6,10.9,21.1,64.4,301.3,2.0,8.2,10.0,411.9,9.3,236.9,6.199999999999999
002.ABD,77.3,493.6,1.5,11.0,21.4,64.7,301.6,2.0,8.3,10.0,416.3,9.5,236.90000000000003,6.300000000000001
002.ABE,77.2,494.6,1.5,11.0,21.4,65.2,302.2,2.0,8.3,10.0,417.40000000000003,9.5,237.0,6.300000000000001
002.AC0,78.3,486.7,1.8,11.1,20.9,61.2,296.5,2.0,8.2,9.9,408.4,9.299999999999999,235.3,6.199999999999999
002.ACA,76.7,490.9,1.7,11.2,21.3,61.9,297.4,2.0,8.3,10.0,414.2,9.5,235.49999999999997,6.300000000000001
002.ACB,76.8,488.8,1.8,11.3,21.2,60.4,295.0,2.0,8.3,9.9,412.0,9.5,234.6,6.300000000000001
002.AD0,76.8,492.5,1.6,11.1,21.4,63.2,299.3,2.0,8.3,10.0,415.7,9.5,236.10000000000002,6.300000000000001
002.ADA,75.4,493.5,1.7,11.3,21.6,61.7,296.9,2.0,8.4,10.0,418.1,9.600000000000001,235.2,6.4
002.ADB,75.7,491.5,1.7,11.3,21.5,60.7,295.3,2.0,8.3,9.9,415.8,9.600000000000001,234.60000000000002,6.300000000000001
002.AE,75.4,496.3,1.6,11.2,21.7,63.6,299.8,2.0,8.4,10.0,420.9,9.6,236.20000000000002,6.4
002.B11,82.8,476.1,1.9,11.0,20.0,59.7,294.4,2.0,8.0,9.9,393.3,9.1,234.7,6.0
002.B12,85.1,470.8,2.1,11.0,19.6,57.9,291.5,2.0,7.9,9.8,385.70000000000005,8.9,233.6,5.9
002.B1A0,82.3,476.8,2.0,11.1,20.2,58.2,291.9,2.0,8.1,9.8,394.5,9.1,233.7,6.1
002.B1AZ,79.2,483.0,1.9,11.3,20.7,58.7,292.4,2.0,8.2,9.9,403.8,9.4,233.7,6.199999999999999
002.B1B,79.4,482.2,1.9,11.3,20.7,58.0,291.2,2.0,8.2,9.8,402.79999999999995,9.4,233.2,6.199999999999999
002.B1C,81.9,477.3,2.0,11.4,20.3,56.3,288.5,2.0,8.2,9.8,395.4,9.4,232.2,6.199999999999999
002.B1D,85.1,471.8,2.2,11.3,19.9,55.0,286.3,2.0,8.1,9.7,386.70000000000005,9.100000000000001,231.3,6.1
002.B2,85.1,470.8,2.0,10.8,19.6,59.4,294.0,1.9,7.9,9.9,385.70000000000005,8.8,234.6,6.0
002.B3,87.0,466.5,2.1,10.9,19.2,57.8,291.4,1.9,7.8,9.8,379.5,8.8,233.59999999999997,5.9
002.B4,87.8,464.2,2.1,10.8,19.0,58.2,292.2,1.9,7.8,9.8,376.4,8.700000000000001,234.0,5.9
002.B5,87.5,465.8,2.2,10.9,19.2,57.0,290.0,1.9,7.9,9.8,378.3,8.7,233.0,6.0
002.B61,90.0,459.3,2.2,10.7,18.7,57.1,290.3,1.9,7.7,9.7,369.3,8.5,233.20000000000002,5.800000000000001
002.B62,88.7,463.4,2.2,10.9,19.0,56.4,289.1,1.9,7.8,9.7,374.7,8.7,232.70000000000002,5.9
002.B6A,89.7,461.2,2.2,10.9,18.8,56.1,288.5,1.9,7.8,9.7,371.5,8.7,232.4,5.9
002.B6B,90.7,460.2,2.3,11.0,18.8,54.9,286.4,1.9,7.8,9.6,369.5,8.7,231.49999999999997,5.9
002.B7,87.4,466.5,2.2,11.0,19.3,56.3,288.8,2.0,7.9,9.7,379.1,8.8,232.5,5.9
002.B8,88.6,464.2,2.2,11.0,19.1,55.7,287.7,2.0,7.9,9.7,375.6,8.8,232.0,5.9
002.C11,84.7,472.0,2.1,11.2,19.8,56.6,289.1,2.0,8.0,9.8,387.3,9.1,232.50000000000003,6.0
002.C12,87.2,467.8,2.2,11.2,19.5,55.0,286.2,2.0,8.0,9.7,380.6,9.0,231.2,6.0
002.C2,88.3,465.5,2.2,11.1,19.3,55.2,286.8,2.0,7.9,9.7,377.2,8.899999999999999,231.60000000000002,5.9
002.C3,88.7,465.8,2.3,11.3,19.4,53.6,283.6,2.0,8.0,9.6,377.1,9.0,230.00000000000003,6.0
002.C40,89.8,462.8,2.3,11.2,19.1,54.3,285.1,2.0,7.9,9.6,373.0,8.899999999999999,230.8,5.9
002.C4A,91.6,459.7,2.3,11.1,18.8,53.5,283.6,2.0,7.9,9.6,368.1,8.8,230.10000000000002,5.9
002.C4B,93.1,456.6,2.4,11.1,18.5,53.3,283.2,2.0,7.8,9.5,363.5,8.7,229.89999999999998,5.8
002.C4C,95.6,451.0,2.4,11.0,18.1,52.5,281.6,1.9,7.8,9.5,355.4,8.6,229.10000000000002,5.9
002.C4D,97.0,447.6,2.5,10.9,17.8,52.2,281.2,1.9,7.7,9.4,350.6,8.4,229.0,5.800000000000001
002.C5,91.7,460.7,2.3,11.4,19.0,51.9,280.3,2.0,8.0,9.5,369.0,9.100000000000001,228.4,6.0
002.C6,93.0,457.5,2.4,11.2,18.7,52.5,281.6,2.0,7.9,9.5,364.5,8.799999999999999,229.10000000000002,5.9
002.C7,95.0,454.2,2.4,11.3,18.5,51.0,278.5,2.0,7.9,9.4,359.2,8.9,227.5,5.9
002.C8,96.0,451.0,2.4,11.1,18.2,51.5,279.6,2.0,7.8,9.4,355.0,8.7,228.10000000000002,5.8
002.CA1,96.9,449.6,2.4,11.2,18.1,50.6,277.7,2.0,7.9,9.4,352.70000000000005,8.799999999999999,227.1,5.9
002.CA2,96.8,449.7,2.4,11.1,18.1,50.8,278.2,2.0,7.8,9.4,352.9,8.7,227.39999999999998,5.8
002.CA3,97.9,447.3,2.4,11.2,18.0,49.7,275.7,2.0,7.9,9.3,349.4,8.799999999999999,226.0,5.9
002.CA4,98.2,445.9,2.4,11.1,17.8,50.3,277.1,2.0,7.8,9.3,347.7,8.7,226.8,5.8
002.CAA0,99.8,441.5,2.4,11.2,17.6,48.5,273.2,2.0,7.9,9.2,341.7,8.799999999999999,224.7,5.9
002.CAAA0,101.8,433.4,2.3,11.0,17.1,47.4,270.6,2.0,7.8,9.1,331.59999999999997,8.7,223.20000000000002,5.8
002.CAAAZ,103.1,422.9,2.3,10.9,16.5,46.0,267.4,2.0,7.8,8.9,319.79999999999995,8.600000000000001,221.39999999999998,5.8
002.CAAB,103.2,425.2,2.3,10.9,16.6,46.6,268.9,2.0,7.7,9.0,322.0,8.600000000000001,222.29999999999998,5.7
002.CAAC,103.6,413.9,2.3,10.7,16.0,45.2,265.6,2.0,7.7,8.8,310.29999999999995,8.399999999999999,220.40000000000003,5.7
002.CAB1,101.9,429.2,2.2,11.1,17.0,45.6,266.7,2.0,7.9,9.0,327.29999999999995,8.899999999999999,221.1,5.9
002.CAB2,102.6,425.2,2.2,11.0,16.7,45.8,267.0,2.0,7.8,9.0,322.6,8.8,221.2,5.8
002.CABA,102.8,406.7,2.2,10.6,15.6,44.0,262.7,2.0,7.7,8.7,303.9,8.399999999999999,218.7,5.7
002.CABB,102.4,400.8,2.2,10.4,15.3,43.9,262.2,1.9,7.6,8.6,298.4,8.2,218.29999999999998,5.699999999999999
002.CAC,101.4,398.7,2.1,10.5,15.3,42.9,259.9,2.0,7.7,8.6,297.29999999999995,8.4,216.99999999999997,5.7
002.CAD1,99.6,386.9,2.1,10.2,14.6,42.1,257.9,2.0,7.6,8.4,287.29999999999995,8.1,215.79999999999998,5.6
002.CAD2,99.2,385.2,2.1,10.2,14.5,42.1,257.7,1.9,7.5,8.4,286.0,8.1,215.6,5.6
002.CAD3,98.1,381.2,2.1,10.1,14.3,41.7,256.5,1.9,7.5,8.3,283.1,8.0,214.8,5.6
002.CAD4,96.3,375.2,2.1,10.0,14.0,41.2,255.1,1.9,7.5,8.2,278.9,7.9,213.89999999999998,5.6
002.CAD5,98.0,381.0,2.1,10.1,14.3,41.3,255.9,2.0,7.6,8.3,283.0,8.0,214.60000000000002,5.6
002.CAD6,94.1,368.2,2.1,9.9,13.7,40.3,252.9,1.9,7.5,8.1,274.1,7.800000000000001,212.60000000000002,5.6
002.CAE1,96.5,375.6,2.0,10.0,14.1,40.8,254.4,2.0,7.6,8.3,279.1,8.0,213.60000000000002,5.6
002.CAE2,94.9,370.8,2.0,9.9,13.8,40.4,253.4,2.0,7.5,8.2,275.9,7.9,213.0,5.5
002.CAE3,96.5,375.8,2.0,10.1,14.1,40.6,254.2,2.0,7.6,8.3,279.3,8.1,213.6,5.6
002.CAE4,95.3,371.9,2.0,10.0,13.9,40.4,253.4,2.0,7.6,8.2,276.59999999999997,8.0,213.0,5.6
002.CAE5,93.7,367.2,2.0,9.9,13.7,39.9,252.0,2.0,7.6,8.1,273.5,7.9,212.1,5.6
002.CAE6,93.5,366.5,2.0,9.9,13.6,39.9,252.1,2.0,7.5,8.1,273.0,7.9,212.2,5.5
002.CB0,99.6,441.9,2.4,11.0,17.6,49.6,275.5,2.0,7.8,9.3,342.29999999999995,8.6,225.9,5.8
002.CBA0,99.8,441.0,2.5,11.0,17.5,49.9,276.2,1.9,7.7,9.3,341.2,8.5,226.29999999999998,5.800000000000001
002.CBAA,99.8,440.5,2.5,10.9,17.4,50.5,277.4,1.9,7.7,9.3,340.7,8.4,226.89999999999998,5.800000000000001
002.CBAB0,98.2,445.4,2.5,11.0,17.7,51.1,278.9,1.9,7.7,9.4,347.2,8.5,227.79999999999998,5.800000000000001
002.CBABA,98.7,443.4,2.5,10.9,17.6,51.4,279.4,1.9,7.7,9.4,344.7,8.4,227.99999999999997,5.800000000000001
002.CBABB,99.0,442.6,2.5,10.9,17.5,51.2,279.0,1.9,7.7,9.4,343.6,8.4,227.8,5.800000000000001
002.CBABC,99.7,440.4,2.5,10.8,17.3,50.9,278.4,1.9,7.6,9.3,340.7,8.3,227.49999999999997,5.699999999999999
002.CBAC,97.2,447.6,2.5,11.0,17.9,51.7,280.1,1.9,7.7,9.4,350.40000000000003,8.5,228.40000000000003,5.800000000000001
002.CBB1,101.2,436.1,2.5,10.9,17.1,49.4,275.2,1.9,7.7,9.2,334.90000000000003,8.4,225.79999999999998,5.800000000000001
002.CBB2,100.8,437.2,2.5,10.9,17.2,49.9,276.2,1.9,7.6,9.2,336.4,8.4,226.29999999999998,5.699999999999999
002.CBB3,101.3,434.6,2.5,10.8,17.0,49.9,276.2,1.9,7.6,9.2,333.3,8.3,226.29999999999998,5.699999999999999
002.CBB4,100.9,436.4,2.5,10.8,17.1,50.1,276.6,1.9,7.6,9.3,335.5,8.3,226.50000000000003,5.699999999999999
002.CBB5,100.9,435.7,2.5,10.8,17.0,50.4,277.2,1.9,7.6,9.3,334.79999999999995,8.3,226.79999999999998,5.699999999999999
002.CBB6,100.6,436.9,2.5,10.8,17.1,50.5,277.5,1.9,7.6,9.3,336.29999999999995,8.3,227.0,5.699999999999999
002.CBC,99.6,440.2,2.5,10.8,17.3,51.3,279.2,1.9,7.6,9.3,340.6,8.3,227.89999999999998,5.699999999999999
002.CC0,102.3,431.0,2.4,10.9,16.9,48.2,272.5,1.9,7.7,9.1,328.7,8.5,224.3,5.800000000000001
002.CCA,104.4,419.2,2.4,10.6,16.1,47.0,269.6,1.9,7.6,8.9,314.79999999999995,8.2,222.60000000000002,5.699999999999999
002.CCB,104.8,413.3,2.4,10.5,15.8,46.4,268.1,1.9,7.5,8.9,308.5,8.1,221.70000000000002,5.6
002.CD11,103.8,420.4,2.4,10.7,16.3,46.5,268.6,1.9,7.6,8.9,316.59999999999997,8.299999999999999,222.10000000000002,5.699999999999999
002.CD120,104.0,409.3,2.3,10.5,15.6,45.4,265.8,1.9,7.5,8.8,305.3,8.2,220.4,5.6
002.CD12A,103.7,407.3,2.3,10.5,15.6,45.0,264.8,1.9,7.6,8.7,303.6,8.2,219.8,5.699999999999999
002.CD12B,103.3,405.0,2.2,10.5,15.5,44.6,263.8,1.9,7.6,8.7,301.7,8.3,219.20000000000002,5.699999999999999
002.CD1A,103.9,410.8,2.3,10.6,15.7,45.4,265.7,1.9,7.6,8.8,306.9,8.3,220.29999999999998,5.699999999999999
002.CD1B,103.4,407.0,2.3,10.5,15.6,44.7,264.2,1.9,7.6,8.7,303.6,8.2,219.5,5.699999999999999
002.CD1C,103.4,406.2,2.3,10.5,15.5,44.7,264.1,1.9,7.6,8.7,302.79999999999995,8.2,219.40000000000003,5.699999999999999
002.CD1D,102.8,401.0,2.2,10.4,15.2,44.2,262.9,1.9,7.5,8.6,298.2,8.2,218.7,5.6
002.CD2,104.3,414.9,2.4,10.6,15.9,46.2,267.7,1.9,7.6,8.9,310.59999999999997,8.2,221.5,5.699999999999999
002.CDA0,104.0,405.8,2.3,10.4,15.4,45.3,265.3,1.9,7.5,8.7,301.8,8.100000000000001,220.0,5.6
002.CDAA,103.9,403.9,2.3,10.4,15.3,45.2,265.1,1.9,7.5,8.7,300.0,8.100000000000001,219.90000000000003,5.6
002.CDAB,103.8,402.1,2.3,10.3,15.2,45.2,264.9,1.9,7.4,8.7,298.3,8.0,219.7,5.5
002.CDB,104.2,405.7,2.3,10.4,15.4,45.4,265.6,1.9,7.5,8.7,301.5,8.100000000000001,220.20000000000002,5.6
002.CDC,104.5,407.2,2.3,10.4,15.5,45.7,266.3,1.9,7.5,8.8,302.7,8.100000000000001,220.60000000000002,5.6
002.CDD,104.1,403.4,2.3,10.3,15.2,45.5,265.6,1.9,7.4,8.7,299.29999999999995,8.0,220.10000000000002,5.5
002.CE,103.3,402.0,2.3,10.4,15.2,44.8,264.0,1.9,7.5,8.7,298.7,8.100000000000001,219.2,5.6
002.CF1,102.2,396.3,2.2,10.3,15.0,44.0,262.2,1.9,7.5,8.6,294.1,8.100000000000001,218.2,5.6
002.CF21,102.7,397.4,2.3,10.3,15.0,44.4,263.1,1.9,7.4,8.6,294.7,8.0,218.70000000000002,5.5
002.CF22,101.8,393.4,2.2,10.2,14.8,43.9,261.9,1.9,7.4,8.5,291.59999999999997,7.999999999999999,217.99999999999997,5.5
002.CF2A,102.5,396.0,2.3,10.2,14.9,44.3,262.8,1.9,7.4,8.6,293.5,7.8999999999999995,218.5,5.5
002.CF2B1,101.7,392.2,2.2,10.2,14.7,43.9,261.7,1.9,7.4,8.5,290.5,7.999999999999999,217.79999999999998,5.5
002.CF2B21,102.7,396.2,2.3,10.2,14.9,44.6,263.3,1.9,7.4,8.6,293.5,7.8999999999999995,218.70000000000002,5.5
002.CF2B22,101.8,392.4,2.2,10.2,14.7,44.0,262.0,1.9,7.4,8.5,290.59999999999997,7.999999999999999,218.0,5.5
002.CF2B2A,101.9,392.3,2.3,10.1,14.7,44.2,262.4,1.9,7.3,8.5,290.4,7.8,218.2,5.4
002.CF2B2B,101.9,391.7,2.3,10.1,14.6,44.3,262.5,1.9,7.3,8.5,289.79999999999995,7.8,218.2,5.4
002.CF2C1,100.6,387.5,2.2,10.1,14.5,43.5,260.6,1.9,7.3,8.4,286.9,7.8999999999999995,217.10000000000002,5.4
002.CF2C2,101.5,390.6,2.2,10.1,14.6,43.9,261.7,1.9,7.3,8.5,289.1,7.8999999999999995,217.79999999999998,5.4
002.CF2C3,100.5,386.4,2.2,10.0,14.4,43.6,260.6,1.9,7.3,8.4,285.9,7.8,217.00000000000003,5.4
002.CF2C41,100.9,387.7,2.2,10.0,14.5,43.8,261.1,1.9,7.3,8.5,286.79999999999995,7.8,217.3,5.4
002.CF2C42,100.2,384.7,2.2,10.0,14.3,43.5,260.4,1.9,7.3,8.4,284.5,7.8,216.89999999999998,5.4
002.CF2C4A,100.6,386.2,2.2,10.0,14.4,43.7,260.9,1.9,7.3,8.4,285.6,7.8,217.2,5.4
002.CF2C4B,101.1,388.1,2.3,10.0,14.5,44.0,261.6,1.9,7.3,8.5,287.0,7.7,217.60000000000002,5.4
002.CF2D,99.2,381.0,2.2,9.9,14.1,43.2,259.5,1.9,7.2,8.4,281.8,7.7,216.3,5.300000000000001
002.CFZ,99.9,387.2,2.2,10.1,14.5,42.9,259.4,1.9,7.4,8.4,287.29999999999995,7.8999999999999995,216.49999999999997,5.5
002.CG,99.7,384.4,2.2,10.0,14.3,43.0,259.4,1.9,7.4,8.4,284.7,7.8,216.39999999999998,5.5
002.CH,96.9,374.2,2.2,9.8,13.8,42.3,257.2,1.9,7.2,8.2,277.29999999999995,7.6000000000000005,214.89999999999998,5.300000000000001
002.D1,95.5,453.3,2.3,11.3,18.5,50.1,276.5,2.0,8.0,9.4,357.8,9.0,226.4,6.0
002.D21,97.1,449.6,2.4,11.3,18.2,49.8,275.9,2.0,7.9,9.3,352.5,8.9,226.09999999999997,5.9
002.D22,96.7,451.0,2.3,11.4,18.4,48.9,274.0,2.0,8.0,9.3,354.3,9.100000000000001,225.1,6.0
002.D2Z,99.1,443.4,2.2,11.4,17.9,46.9,269.5,2.0,8.1,9.2,344.29999999999995,9.2,222.6,6.1
002.D31,95.0,455.0,2.3,11.5,18.7,49.5,275.2,2.0,8.1,9.4,360.0,9.2,225.7,6.1
002.D32,95.4,454.4,2.3,11.5,18.7,48.7,273.5,2.0,8.1,9.3,359.0,9.2,224.8,6.1
002.D3Z,92.6,460.4,2.2,11.6,19.2,49.5,275.0,2.0,8.2,9.4,367.79999999999995,9.399999999999999,225.5,6.199999999999999
002.D4,96.0,453.0,2.3,11.5,18.6,48.7,273.5,2.0,8.1,9.3,357.0,9.2,224.8,6.1
002.D5,94.3,457.6,2.1,11.8,19.0,47.7,270.9,2.1,8.3,9.3,363.3,9.700000000000001,223.2,6.200000000000001
002.D6,96.5,452.1,2.2,11.6,18.6,47.4,270.4,2.0,8.2,9.3,355.6,9.399999999999999,222.99999999999997,6.199999999999999
002.DA1,98.1,447.2,2.1,11.7,18.3,45.7,266.6,2.1,8.3,9.2,349.1,9.6,220.90000000000003,6.200000000000001
002.DA2,98.2,446.9,2.1,11.6,18.3,46.0,267.2,2.1,8.3,9.2,348.7,9.5,221.2,6.200000000000001
002.DA3,100.2,438.3,2.0,11.6,17.8,44.6,264.1,2.1,8.3,9.1,338.1,9.6,219.50000000000003,6.200000000000001
002.DA4,100.6,436.8,2.0,11.5,17.6,44.8,264.6,2.1,8.2,9.1,336.20000000000005,9.5,219.8,6.1
002.DA51,101.1,432.0,2.0,11.5,17.4,43.9,262.5,2.1,8.3,9.0,330.9,9.5,218.6,6.200000000000001
002.DA52,101.7,427.5,2.0,11.4,17.1,43.5,261.6,2.1,8.3,9.0,325.8,9.4,218.10000000000002,6.200000000000001
002.DA5Z,100.8,424.2,1.9,11.4,17.0,42.8,259.8,2.1,8.4,9.0,323.4,9.5,217.0,6.300000000000001
002.DA6,101.5,430.0,2.0,11.4,17.2,43.9,262.6,2.1,8.2,9.0,328.5,9.4,218.70000000000002,6.1
002.DAA111,102.0,424.6,2.0,11.3,16.9,43.3,261.1,2.1,8.2,8.9,322.6,9.3,217.8,6.1
002.DAA112,102.2,422.8,2.0,11.3,16.8,43.3,261.2,2.1,8.2,8.9,320.6,9.3,217.89999999999998,6.1
002.DAA12,102.4,423.1,2.0,11.2,16.8,43.5,261.8,2.0,8.1,8.9,320.70000000000005,9.2,218.3,6.1
002.DAA1Z,102.6,415.8,2.0,11.1,16.4,42.8,260.1,2.0,8.1,8.8,313.20000000000005,9.1,217.3,6.1
002.DAA211,102.0,424.6,2.0,11.3,16.9,43.3,261.1,2.1,8.2,8.9,322.6,9.3,217.8,6.1
002.DAA212,102.1,424.7,2.0,11.3,16.9,43.4,261.5,2.1,8.2,8.9,322.6,9.3,218.1,6.1
002.DAA22,102.2,424.7,2.0,11.3,16.9,43.6,261.9,2.1,8.2,8.9,322.5,9.3,218.29999999999998,6.1
002.DAA2Z,102.0,428.4,2.1,11.3,17.1,44.5,264.1,2.0,8.1,9.0,326.4,9.200000000000001,219.60000000000002,6.1
002.DAA31,102.4,423.4,2.0,11.2,16.8,43.6,262.0,2.0,8.1,8.9,321.0,9.2,218.4,6.1
002.DAA32,102.6,419.5,2.0,11.1,16.6,43.4,261.4,2.0,8.1,8.9,316.9,9.1,217.99999999999997,6.1
002.DAA41,102.4,424.0,2.0,11.2,16.8,43.8,262.4,2.0,8.1,8.9,321.6,9.2,218.59999999999997,6.1
002.DAA42,102.6,421.2,2.0,11.2,16.7,43.6,261.9,2.0,8.1,8.9,318.6,9.2,218.29999999999998,6.1
002.DAB1,102.7,411.1,2.0,11.0,16.1,42.7,259.8,2.0,8.0,8.8,308.40000000000003,9.0,217.10000000000002,6.0
002.DAB20,102.6,412.5,2.0,10.9,16.1,43.3,261.2,2.0,8.0,8.8,309.9,8.9,217.89999999999998,6.0
002.DAB2A,101.4,396.2,2.0,10.6,15.2,41.9,257.8,2.0,7.8,8.6,294.79999999999995,8.6,215.9,5.8
002.DAB2B,98.8,384.4,2.0,10.3,14.6,41.0,255.4,2.0,7.8,8.4,285.59999999999997,8.3,214.4,5.8
002.DAB2C,98.9,384.6,2.0,10.3,14.6,41.2,255.9,2.0,7.7,8.4,285.70000000000005,8.3,214.7,5.7
002.DAB3,102.5,402.6,1.9,10.9,15.7,41.7,257.5,2.0,8.1,8.7,300.1,9.0,215.8,6.1
002.DAB4,101.7,396.8,1.9,10.7,15.3,41.6,257.1,2.0,7.9,8.6,295.1,8.799999999999999,215.50000000000003,5.9
002.DAB9,102.1,397.7,1.9,10.8,15.4,41.3,256.5,2.0,8.0,8.6,295.6,8.9,215.2,6.0
002.DABA,99.8,386.9,1.9,10.5,14.8,40.7,254.8,2.0,7.9,8.5,287.09999999999997,8.6,214.10000000000002,5.9
002.DABB,97.7,379.3,1.9,10.3,14.4,40.3,253.7,2.0,7.8,8.4,281.6,8.4,213.39999999999998,5.8
002.DABC,93.9,367.7,2.0,10.0,13.8,39.6,251.6,2.0,7.7,8.2,273.79999999999995,8.0,212.0,5.7
002.DAC10,101.6,394.2,1.9,10.7,15.2,40.9,255.5,2.1,8.1,8.6,292.6,8.799999999999999,214.6,6.0
002.DAC1A,97.6,381.5,1.8,10.5,14.7,39.9,253.0,2.1,8.1,8.5,283.9,8.7,213.1,6.0
002.DAC1B,95.8,376.3,1.8,10.4,14.4,39.6,252.1,2.1,8.1,8.5,280.5,8.6,212.5,6.0
002.DAC1C,93.1,370.5,1.9,10.3,14.2,39.2,251.1,2.1,8.1,8.4,277.4,8.4,211.89999999999998,6.0
002.DAC2,101.2,392.5,1.9,10.7,15.1,40.9,255.4,2.0,8.0,8.6,291.3,8.799999999999999,214.5,6.0
002.DAC3,95.9,374.6,1.9,10.3,14.2,39.6,252.0,2.0,8.0,8.4,278.70000000000005,8.4,212.4,6.0
002.DAC4,98.8,382.6,1.9,10.5,14.6,40.2,253.7,2.0,8.0,8.5,283.8,8.6,213.5,6.0
002.DAD,95.3,371.8,1.9,10.2,14.1,39.5,251.7,2.0,7.9,8.3,276.5,8.299999999999999,212.2,5.9
002.DAE,90.5,359.5,1.9,10.0,13.4,38.6,249.3,2.0,7.9,8.2,269.0,8.1,210.70000000000002,5.9
002.DB1,101.8,422.9,1.9,11.3,16.9,42.9,260.3,2.1,8.3,8.9,321.09999999999997,9.4,217.4,6.200000000000001
002.DB20,102.3,419.1,1.9,11.2,16.6,42.8,260.0,2.1,8.2,8.9,316.8,9.299999999999999,217.2,6.1
002.DB2A,102.4,410.5,1.9,11.1,16.1,42.1,258.3,2.1,8.2,8.8,308.1,9.2,216.20000000000002,6.1
002.DB2B,102.1,400.9,1.9,10.9,15.6,41.3,256.6,2.1,8.1,8.7,298.79999999999995,9.0,215.3,6.0
002.DB31,101.9,416.3,1.9,11.2,16.5,42.3,258.9,2.1,8.3,8.9,314.4,9.299999999999999,216.59999999999997,6.200000000000001
002.DB32,101.6,413.3,1.8,11.2,16.4,42.0,258.1,2.1,8.3,8.8,311.70000000000005,9.399999999999999,216.10000000000002,6.200000000000001
002.DB3A,101.5,416.5,1.9,11.3,16.6,42.2,258.6,2.1,8.3,8.9,315.0,9.4,216.40000000000003,6.200000000000001
