regine,wood_din_µg/l,wood_totn_µg/l,wood_tdp_µg/l,wood_totp_µg/l,wood_toc_mg/l,upland_din_µg/l,upland_totn_µg/l,upland_tdp_µg/l,upland_totp_µg/l,upland_toc_mg/l,wood_ton_µg/l,wood_tpp_µg/l,upland_ton_µg/l,upland_tpp_µg/l
084.E4A8,38.4,205.7,1.4,4.5,5.3,13.0,60.2,1.3,2.6,0.9,167.29999999999998,3.1,47.2,1.3
084.E4B,38.2,205.6,1.4,4.5,5.3,13.2,59.8,1.3,2.5,0.9,167.39999999999998,3.1,46.599999999999994,1.2
084.E4C,38.2,205.5,1.4,4.5,5.3,14.1,59.9,1.3,2.5,0.9,167.3,3.1,45.8,1.2
084.E4D,38.4,205.3,1.4,4.5,5.4,15.2,60.3,1.3,2.5,0.8,166.9,3.1,45.099999999999994,1.2
084.E4E,38.1,205.2,1.4,4.5,5.4,15.3,59.7,1.3,2.5,0.8,167.1,3.1,44.400000000000006,1.2
084.E510,36.5,205.9,1.4,4.6,5.1,10.3,57.3,1.3,2.6,0.8,169.4,3.1999999999999997,47.0,1.3
084.E51A0,36.3,205.9,1.4,4.6,5.1,10.1,57.1,1.3,2.6,0.8,169.60000000000002,3.1999999999999997,47.0,1.3
084.E51AA,36.3,205.9,1.4,4.6,5.1,9.8,57.3,1.3,2.6,0.8,169.60000000000002,3.1999999999999997,47.5,1.3
084.E51AB,36.1,205.9,1.4,4.6,5.1,9.7,57.1,1.3,2.6,0.8,169.8,3.1999999999999997,47.400000000000006,1.3
084.E51B,36.4,205.9,1.4,4.6,5.1,10.0,57.2,1.3,2.6,0.8,169.5,3.1999999999999997,47.2,1.3
084.E51C,36.5,205.9,1.4,4.6,5.1,9.9,57.4,1.3,2.6,0.8,169.4,3.1999999999999997,47.5,1.3
084.E51D,36.6,206.0,1.4,4.6,5.1,9.7,57.6,1.3,2.6,0.8,169.4,3.1999999999999997,47.900000000000006,1.3
084.E521,35.8,205.9,1.4,4.6,5.1,10.1,56.7,1.3,2.6,0.8,170.10000000000002,3.1999999999999997,46.6,1.3
084.E522,35.5,205.9,1.4,4.6,5.0,9.8,56.6,1.3,2.6,0.8,170.4,3.1999999999999997,46.8,1.3
084.E52A,35.7,205.9,1.4,4.6,5.1,9.8,56.8,1.3,2.6,0.8,170.2,3.1999999999999997,47.0,1.3
084.E52B,36.1,206.0,1.4,4.6,5.0,9.6,57.2,1.3,2.6,0.8,169.9,3.1999999999999997,47.6,1.3
084.E53,35.0,206.0,1.4,4.7,5.0,9.7,56.6,1.3,2.6,0.8,171.0,3.3000000000000003,46.900000000000006,1.3
084.E5A0,35.6,206.0,1.4,4.6,5.0,9.6,56.9,1.3,2.6,0.8,170.4,3.1999999999999997,47.3,1.3
084.E5AA,35.7,206.0,1.5,4.6,5.0,9.4,57.1,1.3,2.6,0.8,170.3,3.0999999999999996,47.7,1.3
084.E5AB,36.0,206.0,1.5,4.6,5.0,9.3,57.4,1.3,2.6,0.8,170.0,3.0999999999999996,48.099999999999994,1.3
084.E5B0,35.5,206.0,1.5,4.7,5.0,9.5,56.9,1.3,2.6,0.8,170.5,3.2,47.4,1.3
084.E5BA,35.5,206.0,1.5,4.7,5.0,9.4,57.0,1.3,2.6,0.8,170.5,3.2,47.6,1.3
084.E5BB,35.9,206.0,1.5,4.6,5.0,9.3,57.3,1.3,2.6,0.8,170.1,3.0999999999999996,48.0,1.3
084.E5C0,35.3,206.0,1.5,4.7,5.0,9.4,56.9,1.3,2.6,0.8,170.7,3.2,47.5,1.3
084.E5CA,35.4,206.0,1.5,4.7,5.0,9.3,57.1,1.3,2.6,0.8,170.6,3.2,47.8,1.3
084.E5CB,35.2,206.0,1.5,4.7,5.0,9.4,57.0,1.3,2.6,0.8,170.8,3.2,47.6,1.3
084.E5D,35.6,206.0,1.5,4.7,5.0,9.3,57.2,1.3,2.6,0.8,170.4,3.2,47.900000000000006,1.3
084.E5E,35.7,206.0,1.5,4.7,5.0,9.1,57.4,1.3,2.6,0.8,170.3,3.2,48.3,1.3
084.E6,35.5,205.9,1.4,4.6,5.1,10.4,56.4,1.3,2.6,0.7,170.4,3.1999999999999997,46.0,1.3
084.F1,34.7,206.0,1.4,4.7,5.0,9.8,56.6,1.3,2.6,0.7,171.3,3.3000000000000003,46.8,1.3
084.F20,34.5,206.0,1.4,4.7,5.0,10.0,56.3,1.3,2.6,0.7,171.5,3.3000000000000003,46.3,1.3
084.F2A,33.8,206.0,1.4,4.7,5.0,10.5,56.3,1.3,2.6,0.7,172.2,3.3000000000000003,45.8,1.3
084.F2B,33.8,206.0,1.4,4.7,5.0,10.7,56.0,1.3,2.6,0.7,172.2,3.3000000000000003,45.3,1.3
084.F2C,34.3,206.0,1.4,4.7,5.0,10.4,55.9,1.3,2.6,0.7,171.7,3.3000000000000003,45.5,1.3
084.F2D,34.3,206.0,1.4,4.7,5.0,10.5,55.8,1.3,2.6,0.7,171.7,3.3000000000000003,45.3,1.3
084.F2E,34.1,206.0,1.4,4.7,5.0,10.7,55.8,1.3,2.6,0.7,171.9,3.3000000000000003,45.099999999999994,1.3
084.F3,34.5,206.0,1.5,4.7,5.0,9.7,56.8,1.3,2.6,0.7,171.5,3.2,47.099999999999994,1.3
084.F41,34.2,206.0,1.5,4.7,5.0,10.0,56.5,1.3,2.6,0.7,171.8,3.2,46.5,1.3
084.F420,34.1,206.0,1.5,4.7,5.0,10.0,56.7,1.3,2.6,0.7,171.9,3.2,46.7,1.3
084.F42A,34.2,206.0,1.5,4.7,5.0,9.9,56.7,1.3,2.6,0.7,171.8,3.2,46.800000000000004,1.3
084.F42B,33.9,206.0,1.5,4.7,5.0,10.1,56.9,1.3,2.6,0.7,172.1,3.2,46.8,1.3
084.F43,34.3,206.0,1.5,4.7,5.0,9.8,56.9,1.3,2.6,0.7,171.7,3.2,47.099999999999994,1.3
084.F4A0,34.1,206.0,1.5,4.7,5.0,10.0,56.7,1.3,2.6,0.7,171.9,3.2,46.7,1.3
084.F4AA,34.0,206.0,1.5,4.7,5.0,10.1,56.7,1.3,2.6,0.7,172.0,3.2,46.6,1.3
084.F4AB,33.7,206.1,1.5,4.7,5.0,10.4,56.5,1.3,2.6,0.7,172.39999999999998,3.2,46.1,1.3
084.F4B,34.0,206.0,1.4,4.7,5.0,10.2,56.4,1.3,2.6,0.7,172.0,3.3000000000000003,46.2,1.3
084.F4C,34.1,206.0,1.5,4.7,5.0,10.1,56.6,1.3,2.6,0.7,171.9,3.2,46.5,1.3
084.F4D,33.9,206.0,1.4,4.7,5.0,10.3,56.5,1.3,2.6,0.7,172.1,3.3000000000000003,46.2,1.3
084.F50,34.7,206.0,1.5,4.7,5.0,9.5,57.0,1.3,2.6,0.8,171.3,3.2,47.5,1.3
084.F5A,34.7,206.0,1.5,4.7,5.0,9.5,56.9,1.3,2.6,0.8,171.3,3.2,47.4,1.3
084.F5B,34.8,206.0,1.5,4.7,5.0,9.5,56.9,1.3,2.6,0.8,171.2,3.2,47.4,1.3
084.F5C,34.9,206.0,1.5,4.7,5.0,9.4,57.0,1.3,2.6,0.8,171.1,3.2,47.6,1.3
084.F6,34.6,206.0,1.5,4.7,5.0,9.5,57.1,1.3,2.6,0.8,171.4,3.2,47.6,1.3
084.G,34.5,206.0,1.5,4.7,4.9,9.5,57.5,1.3,2.6,0.8,171.5,3.2,48.0,1.3
085.1,54.2,206.6,1.3,4.0,5.7,67.5,141.3,1.3,2.3,2.2,152.39999999999998,2.7,73.80000000000001,0.9999999999999998
085.2,54.5,205.9,1.3,4.0,5.8,71.0,142.2,1.3,2.3,2.0,151.4,2.7,71.19999999999999,0.9999999999999998
085.31,53.9,205.4,1.3,4.0,5.8,71.2,137.2,1.3,2.2,1.9,151.5,2.7,65.99999999999999,0.9000000000000001
085.320,52.3,205.6,1.3,4.0,5.8,64.4,126.4,1.3,2.3,1.8,153.3,2.7,62.0,0.9999999999999998
085.32Z,52.8,205.6,1.3,4.0,5.8,66.6,129.5,1.3,2.3,1.8,152.8,2.7,62.900000000000006,0.9999999999999998
085.33,51.5,206.0,1.3,4.1,5.7,59.2,121.9,1.3,2.4,1.8,154.5,2.8,62.7,1.0999999999999999
085.34,51.9,205.4,1.3,4.0,5.8,63.8,123.3,1.3,2.3,1.7,153.5,2.7,59.5,0.9999999999999998
085.35,54.2,205.1,1.3,3.9,5.8,73.0,138.7,1.3,2.2,1.9,150.89999999999998,2.5999999999999996,65.69999999999999,0.9000000000000001
085.3A,50.9,205.7,1.3,4.1,5.7,58.3,117.8,1.3,2.3,1.7,154.79999999999998,2.8,59.5,0.9999999999999998
085.3B,50.7,205.3,1.3,4.1,5.8,58.8,116.0,1.3,2.3,1.6,154.60000000000002,2.8,57.2,0.9999999999999998
085.410,53.2,204.9,1.3,4.0,5.8,70.0,131.6,1.3,2.2,1.7,151.7,2.7,61.599999999999994,0.9000000000000001
085.41Z,50.7,205.0,1.3,4.1,5.8,60.4,115.6,1.3,2.3,1.5,154.3,2.8,55.199999999999996,0.9999999999999998
085.42,50.7,204.6,1.3,4.0,5.8,61.6,115.1,1.3,2.3,1.5,153.89999999999998,2.7,53.49999999999999,0.9999999999999998
085.4A,50.8,204.4,1.3,4.0,5.8,62.6,115.1,1.3,2.2,1.4,153.60000000000002,2.7,52.49999999999999,0.9000000000000001
085.4B,49.7,204.7,1.3,4.1,5.8,56.9,109.8,1.3,2.3,1.5,155.0,2.8,52.9,0.9999999999999998
085.4C,48.8,204.4,1.3,4.1,5.8,54.2,105.0,1.3,2.3,1.4,155.60000000000002,2.8,50.8,0.9999999999999998
085.4D,47.3,204.3,1.3,4.1,5.8,48.4,97.6,1.3,2.3,1.3,157.0,2.8,49.199999999999996,0.9999999999999998
085.4E,47.2,203.5,1.3,4.1,5.9,50.9,97.4,1.3,2.2,1.2,156.3,2.8,46.50000000000001,0.9000000000000001
085.51,51.1,204.6,1.3,4.0,5.8,63.5,117.5,1.3,2.3,1.5,153.5,2.7,54.0,0.9999999999999998
085.521,52.9,204.6,1.3,4.0,5.9,70.1,128.4,1.3,2.2,1.6,151.7,2.7,58.30000000000001,0.9000000000000001
085.52210,53.8,204.4,1.3,3.9,5.9,74.1,134.4,1.3,2.2,1.7,150.60000000000002,2.5999999999999996,60.30000000000001,0.9000000000000001
085.5221Z,53.9,203.8,1.3,3.9,5.9,76.0,135.2,1.2,2.1,1.6,149.9,2.5999999999999996,59.19999999999999,0.9000000000000001
085.5222,54.4,204.4,1.3,3.9,5.9,75.7,138.9,1.3,2.2,1.7,150.0,2.5999999999999996,63.2,0.9000000000000001
085.5223,54.7,204.3,1.3,3.9,5.9,76.9,142.0,1.3,2.1,1.8,149.60000000000002,2.5999999999999996,65.1,0.8
085.522Z,54.4,203.9,1.3,3.9,5.9,77.1,138.9,1.2,2.1,1.7,149.5,2.5999999999999996,61.80000000000001,0.9000000000000001
085.52A,53.4,204.4,1.3,3.9,5.9,72.7,131.2,1.3,2.2,1.6,151.0,2.5999999999999996,58.499999999999986,0.9000000000000001
085.52B1,52.2,204.4,1.3,4.0,5.9,68.6,123.2,1.3,2.2,1.5,152.2,2.7,54.60000000000001,0.9000000000000001
085.52B210,53.1,204.1,1.3,3.9,5.9,72.6,128.9,1.3,2.2,1.5,151.0,2.5999999999999996,56.30000000000001,0.9000000000000001
085.52B21A,52.7,204.2,1.3,3.9,5.9,71.4,126.3,1.3,2.2,1.5,151.5,2.5999999999999996,54.89999999999999,0.9000000000000001
085.52B21B,52.7,203.9,1.3,3.9,5.9,72.1,125.9,1.3,2.2,1.5,151.2,2.5999999999999996,53.80000000000001,0.9000000000000001
085.52B22,52.5,204.4,1.3,4.0,5.9,69.7,124.7,1.3,2.2,1.5,151.9,2.7,55.0,0.9000000000000001
085.52C,52.5,204.2,1.3,4.0,5.9,70.1,124.4,1.3,2.2,1.5,151.7,2.7,54.30000000000001,0.9000000000000001
085.52D,52.3,204.1,1.3,4.0,5.9,69.8,123.3,1.3,2.2,1.5,151.8,2.7,53.5,0.9000000000000001
085.52E,52.3,203.9,1.3,3.9,5.9,70.8,123.3,1.3,2.2,1.4,151.60000000000002,2.5999999999999996,52.5,0.9000000000000001
085.5A1,51.2,204.5,1.3,4.0,5.8,64.1,117.4,1.3,2.2,1.5,153.3,2.7,53.30000000000001,0.9000000000000001
085.5A2,51.4,204.5,1.3,4.0,5.8,64.9,118.6,1.3,2.2,1.5,153.1,2.7,53.69999999999999,0.9000000000000001
085.5A3,51.1,204.3,1.3,4.0,5.9,64.3,116.6,1.3,2.2,1.4,153.20000000000002,2.7,52.3,0.9000000000000001
085.5A41,51.5,204.3,1.3,4.0,5.9,66.1,118.7,1.3,2.2,1.4,152.8,2.7,52.60000000000001,0.9000000000000001
085.5A42,51.1,204.3,1.3,4.0,5.9,64.3,116.6,1.3,2.2,1.4,153.20000000000002,2.7,52.3,0.9000000000000001
085.5A4A,51.4,203.8,1.3,4.0,5.9,67.3,118.0,1.3,2.2,1.4,152.4,2.7,50.7,0.9000000000000001
085.5A4B,51.3,203.1,1.3,3.9,6.0,68.6,117.8,1.2,2.1,1.3,151.8,2.5999999999999996,49.2,0.9000000000000001
085.5B,50.4,204.1,1.3,4.0,5.9,62.2,113.2,1.3,2.2,1.4,153.7,2.7,51.0,0.9000000000000001
085.5C0,50.5,203.6,1.3,4.0,5.9,63.8,113.2,1.3,2.2,1.3,153.1,2.7,49.400000000000006,0.9000000000000001
085.5CA,49.9,203.9,1.3,4.0,5.9,60.4,110.1,1.3,2.2,1.3,154.0,2.7,49.699999999999996,0.9000000000000001
085.5CB,49.1,203.8,1.3,4.1,5.9,57.6,106.3,1.3,2.2,1.3,154.70000000000002,2.8,48.699999999999996,0.9000000000000001
085.5CC,48.9,203.4,1.3,4.0,5.9,58.0,105.4,1.3,2.2,1.3,154.5,2.7,47.400000000000006,0.9000000000000001
085.5D,49.9,203.7,1.3,4.0,5.9,61.0,110.0,1.3,2.2,1.3,153.79999999999998,2.7,49.0,0.9000000000000001
085.5E1,49.5,203.5,1.3,4.0,5.9,60.1,108.1,1.3,2.2,1.3,154.0,2.7,47.99999999999999,0.9000000000000001
085.5E2,49.8,203.4,1.3,4.0,5.9,61.6,109.7,1.3,2.2,1.3,153.60000000000002,2.7,48.1,0.9000000000000001
085.5E3,48.8,203.1,1.3,4.0,5.9,58.5,105.2,1.3,2.2,1.2,154.3,2.7,46.7,0.9000000000000001
085.5E4,49.3,202.9,1.3,4.0,6.0,61.0,107.8,1.3,2.2,1.2,153.60000000000002,2.7,46.8,0.9000000000000001
085.5F,47.9,202.7,1.3,4.1,6.0,55.8,100.8,1.3,2.2,1.2,154.79999999999998,2.8,45.0,0.9000000000000001
085.5G,47.1,202.7,1.3,4.1,6.0,53.0,97.2,1.3,2.2,1.1,155.6,2.8,44.2,0.9000000000000001
085.611,54.9,203.9,1.3,3.9,5.9,78.3,143.2,1.2,2.1,1.8,149.0,2.5999999999999996,64.89999999999999,0.9000000000000001
085.6120,55.5,203.9,1.3,3.8,5.9,79.6,147.8,1.2,2.1,1.9,148.4,2.5,68.20000000000002,0.9000000000000001
085.612A,55.6,203.7,1.3,3.8,5.9,80.1,148.3,1.2,2.1,1.9,148.1,2.5,68.20000000000002,0.9000000000000001
085.612B,55.1,203.4,1.3,3.8,6.0,79.8,145.1,1.2,2.1,1.8,148.3,2.5,65.3,0.9000000000000001
085.612C,55.0,203.6,1.3,3.8,6.0,79.2,143.9,1.2,2.1,1.8,148.6,2.5,64.7,0.9000000000000001
085.613,55.8,204.2,1.3,3.8,5.9,79.9,150.5,1.2,2.1,2.0,148.39999999999998,2.5,70.6,0.9000000000000001
085.61Z,55.6,203.1,1.3,3.8,6.0,81.1,148.8,1.2,2.0,1.8,147.5,2.5,67.70000000000002,0.8
085.62,56.8,203.8,1.3,3.8,5.9,82.5,157.8,1.2,2.0,2.1,147.0,2.5,75.30000000000001,0.8
085.630,57.2,202.6,1.3,3.7,6.0,84.5,160.7,1.2,1.9,2.1,145.39999999999998,2.4000000000000004,76.19999999999999,0.7
085.63Z,56.2,202.5,1.3,3.7,6.0,83.1,153.2,1.2,2.0,1.9,146.3,2.4000000000000004,70.1,0.8
085.64,55.8,201.5,1.3,3.7,6.1,82.7,151.1,1.2,1.9,1.9,145.7,2.4000000000000004,68.39999999999999,0.7
085.6Z,56.2,203.1,1.3,3.8,6.0,82.3,153.1,1.2,2.0,1.9,146.89999999999998,2.5,70.8,0.8
085.71,56.3,204.8,1.3,3.8,5.9,79.4,154.5,1.3,2.1,2.1,148.5,2.5,75.1,0.8
085.72,57.7,204.5,1.3,3.8,5.9,83.1,165.6,1.2,2.1,2.3,146.8,2.5,82.5,0.9000000000000001
085.81,61.3,203.7,1.3,3.6,5.9,89.7,189.4,1.2,1.9,2.8,142.39999999999998,2.3,99.7,0.7
085.82,61.2,201.6,1.3,3.5,6.0,90.4,185.1,1.2,1.8,2.6,140.39999999999998,2.2,94.69999999999999,0.6000000000000001
085.83,58.0,201.4,1.3,3.6,6.1,86.1,165.2,1.2,1.8,2.2,143.4,2.3,79.1,0.6000000000000001
085.A1,52.4,206.8,1.4,4.1,5.6,59.6,128.2,1.3,2.4,2.0,154.4,2.6999999999999997,68.6,1.0999999999999999
085.A2,52.0,206.6,1.4,4.1,5.7,59.3,125.8,1.3,2.4,2.0,154.6,2.6999999999999997,66.5,1.0999999999999999
085.A3,52.3,207.1,1.4,4.1,5.6,58.3,128.1,1.3,2.4,2.1,154.8,2.6999999999999997,69.8,1.0999999999999999
085.A4,51.8,206.9,1.4,4.1,5.6,57.1,124.9,1.3,2.4,2.0,155.10000000000002,2.6999999999999997,67.80000000000001,1.0999999999999999
085.A51,51.7,207.0,1.4,4.1,5.6,55.8,124.2,1.3,2.4,2.1,155.3,2.6999999999999997,68.4,1.0999999999999999
085.A52,51.6,207.0,1.4,4.1,5.6,55.2,123.1,1.3,2.4,2.0,155.4,2.6999999999999997,67.89999999999999,1.0999999999999999
085.A5A,51.6,207.1,1.4,4.1,5.6,54.9,123.5,1.3,2.4,2.1,155.5,2.6999999999999997,68.6,1.0999999999999999
085.A5B0,51.8,207.2,1.4,4.1,5.6,55.4,124.9,1.3,2.4,2.1,155.39999999999998,2.6999999999999997,69.5,1.0999999999999999
085.A5BA,51.3,207.2,1.4,4.1,5.6,53.4,121.8,1.3,2.5,2.1,155.89999999999998,2.6999999999999997,68.4,1.2
085.A5BB,50.1,207.1,1.4,4.2,5.6,48.0,114.1,1.3,2.5,2.0,157.0,2.8000000000000003,66.1,1.2
085.A5C,52.6,207.3,1.4,4.1,5.6,58.4,130.1,1.3,2.4,2.2,154.70000000000002,2.6999999999999997,71.69999999999999,1.0999999999999999
085.A5D,51.9,207.4,1.4,4.1,5.6,55.0,125.6,1.3,2.5,2.1,155.5,2.6999999999999997,70.6,1.2
085.A5E,51.3,207.5,1.4,4.2,5.5,51.5,121.5,1.3,2.5,2.1,156.2,2.8000000000000003,70.0,1.2
085.A61,51.6,207.0,1.4,4.1,5.6,55.7,123.6,1.3,2.4,2.0,155.4,2.6999999999999997,67.89999999999999,1.0999999999999999
085.A62,51.6,207.0,1.4,4.1,5.6,55.2,123.1,1.3,2.4,2.0,155.4,2.6999999999999997,67.89999999999999,1.0999999999999999
085.B,50.7,206.7,1.4,4.1,5.6,52.7,117.4,1.3,2.4,1.9,156.0,2.6999999999999997,64.7,1.0999999999999999
085.C11,50.1,206.5,1.4,4.1,5.6,51.0,113.6,1.3,2.4,1.9,156.4,2.6999999999999997,62.599999999999994,1.0999999999999999
085.C12,49.7,206.2,1.4,4.1,5.6,50.8,111.3,1.3,2.4,1.8,156.5,2.6999999999999997,60.5,1.0999999999999999
085.C1A,48.4,206.2,1.4,4.2,5.6,44.6,103.9,1.3,2.4,1.7,157.79999999999998,2.8000000000000003,59.300000000000004,1.0999999999999999
085.C1B,49.6,206.5,1.4,4.2,5.6,48.6,110.6,1.3,2.4,1.8,156.9,2.8000000000000003,61.99999999999999,1.0999999999999999
085.C1C,49.1,206.6,1.4,4.2,5.6,45.8,108.1,1.3,2.5,1.9,157.5,2.8000000000000003,62.3,1.2
085.C1D,49.3,206.9,1.4,4.2,5.5,45.1,108.9,1.3,2.5,1.9,157.60000000000002,2.8000000000000003,63.800000000000004,1.2
085.C1E,48.3,206.7,1.4,4.2,5.5,41.3,103.0,1.3,2.5,1.8,158.39999999999998,2.8000000000000003,61.7,1.2
085.C2,50.2,206.2,1.4,4.1,5.7,52.4,113.8,1.3,2.4,1.8,156.0,2.6999999999999997,61.4,1.0999999999999999
085.D,49.2,205.7,1.3,4.1,5.7,51.0,108.1,1.3,2.4,1.6,156.5,2.8,57.099999999999994,1.0999999999999999
085.E1,48.5,205.4,1.3,4.2,5.7,48.8,103.8,1.3,2.4,1.6,156.9,2.9000000000000004,55.0,1.0999999999999999
085.E21,48.9,205.4,1.3,4.1,5.7,50.6,106.0,1.3,2.4,1.6,156.5,2.8,55.4,1.0999999999999999
085.E22,48.0,205.0,1.3,4.2,5.7,48.2,101.1,1.3,2.4,1.5,157.0,2.9000000000000004,52.89999999999999,1.0999999999999999
085.E2A,48.8,205.3,1.3,4.1,5.7,50.8,105.7,1.3,2.4,1.6,156.5,2.8,54.900000000000006,1.0999999999999999
085.E2B,48.8,204.9,1.3,4.1,5.8,52.0,105.1,1.3,2.3,1.5,156.10000000000002,2.8,53.099999999999994,0.9999999999999998
085.E2C,49.3,205.2,1.3,4.1,5.7,52.9,107.9,1.3,2.3,1.6,155.89999999999998,2.8,55.00000000000001,0.9999999999999998
085.E2D,49.5,205.1,1.3,4.1,5.8,54.3,108.9,1.3,2.3,1.5,155.6,2.8,54.60000000000001,0.9999999999999998
085.F1,47.9,205.7,1.4,4.2,5.6,44.8,100.7,1.3,2.4,1.6,157.79999999999998,2.8000000000000003,55.900000000000006,1.0999999999999999
085.F2,47.5,205.3,1.3,4.2,5.7,45.2,98.8,1.3,2.4,1.5,157.8,2.9000000000000004,53.599999999999994,1.0999999999999999
085.F31,47.4,205.5,1.4,4.2,5.7,43.2,98.0,1.3,2.4,1.5,158.1,2.8000000000000003,54.8,1.0999999999999999
085.F32,47.2,205.4,1.4,4.2,5.7,42.9,97.0,1.3,2.4,1.5,158.2,2.8000000000000003,54.1,1.0999999999999999
085.F3A,47.2,205.6,1.4,4.2,5.6,42.0,97.1,1.3,2.4,1.6,158.39999999999998,2.8000000000000003,55.099999999999994,1.0999999999999999
085.F3B,46.9,205.8,1.4,4.2,5.6,40.0,95.5,1.3,2.4,1.6,158.9,2.8000000000000003,55.5,1.0999999999999999
085.F41,47.2,205.3,1.4,4.2,5.7,43.4,97.0,1.3,2.4,1.5,158.10000000000002,2.8000000000000003,53.6,1.0999999999999999
085.F42,47.1,205.4,1.4,4.2,5.7,43.1,96.8,1.3,2.4,1.5,158.3,2.8000000000000003,53.699999999999996,1.0999999999999999
085.G1,45.4,205.1,1.4,4.3,5.6,37.1,88.2,1.3,2.4,1.4,159.7,2.9,51.1,1.0999999999999999
085.G21,46.1,204.9,1.3,4.2,5.7,40.9,91.5,1.3,2.4,1.4,158.8,2.9000000000000004,50.6,1.0999999999999999
085.G22,44.7,204.3,1.3,4.2,5.7,37.7,85.0,1.3,2.3,1.2,159.60000000000002,2.9000000000000004,47.3,0.9999999999999998
085.G2A10,45.0,204.2,1.3,4.2,5.7,39.5,86.5,1.3,2.3,1.2,159.2,2.9000000000000004,47.0,0.9999999999999998
085.G2A1A,45.1,204.1,1.3,4.2,5.8,40.4,87.2,1.3,2.3,1.2,159.0,2.9000000000000004,46.800000000000004,0.9999999999999998
085.G2A1B,45.2,204.0,1.3,4.2,5.8,41.2,87.8,1.3,2.3,1.2,158.8,2.9000000000000004,46.599999999999994,0.9999999999999998
085.G2A2,45.0,204.3,1.3,4.2,5.7,39.5,86.9,1.3,2.3,1.2,159.3,2.9000000000000004,47.400000000000006,0.9999999999999998
085.G2B,45.8,204.3,1.3,4.2,5.8,42.1,90.2,1.3,2.3,1.3,158.5,2.9000000000000004,48.1,0.9999999999999998
085.G2C,45.5,203.9,1.3,4.2,5.8,42.5,89.0,1.3,2.3,1.2,158.4,2.9000000000000004,46.5,0.9999999999999998
085.H1,44.6,204.3,1.3,4.2,5.7,37.9,84.9,1.3,2.3,1.2,159.70000000000002,2.9000000000000004,47.00000000000001,0.9999999999999998
085.H2,44.8,204.3,1.3,4.2,5.7,38.5,85.5,1.3,2.3,1.2,159.5,2.9000000000000004,47.0,0.9999999999999998
085.H3,44.6,204.2,1.3,4.2,5.7,38.1,84.7,1.3,2.3,1.2,159.6,2.9000000000000004,46.6,0.9999999999999998
085.H4,44.6,204.0,1.3,4.2,5.8,38.9,84.9,1.3,2.3,1.2,159.4,2.9000000000000004,46.00000000000001,0.9999999999999998
085.H5,44.1,204.2,1.3,4.3,5.7,36.2,82.6,1.3,2.3,1.2,160.1,3.0,46.39999999999999,0.9999999999999998
085.H6,44.1,204.1,1.3,4.2,5.7,36.7,82.5,1.3,2.3,1.1,160.0,2.9000000000000004,45.8,0.9999999999999998
085.H7,44.0,204.3,1.3,4.3,5.7,35.6,82.1,1.3,2.3,1.2,160.3,3.0,46.49999999999999,0.9999999999999998
085.H8,43.9,204.2,1.3,4.3,5.7,35.4,81.6,1.3,2.3,1.1,160.29999999999998,3.0,46.199999999999996,0.9999999999999998
085.HA,43.8,204.3,1.3,4.3,5.7,34.7,81.1,1.3,2.3,1.1,160.5,3.0,46.39999999999999,0.9999999999999998
085.HB,44.0,204.4,1.3,4.3,5.7,35.0,81.9,1.3,2.4,1.2,160.4,3.0,46.900000000000006,1.0999999999999999
085.HC,43.7,204.5,1.3,4.3,5.7,33.8,80.7,1.3,2.4,1.2,160.8,3.0,46.900000000000006,1.0999999999999999
085.HD,44.1,204.5,1.3,4.3,5.7,35.0,82.5,1.3,2.4,1.2,160.4,3.0,47.5,1.0999999999999999
085.J1,43.8,204.2,1.3,4.3,5.7,34.9,81.0,1.3,2.3,1.1,160.39999999999998,3.0,46.1,0.9999999999999998
085.J2,43.9,204.2,1.3,4.3,5.7,35.4,81.6,1.3,2.3,1.1,160.29999999999998,3.0,46.199999999999996,0.9999999999999998
085.J3,43.5,204.3,1.3,4.3,5.7,33.7,79.9,1.3,2.3,1.1,160.8,3.0,46.2,0.9999999999999998
085.J4,43.6,204.1,1.3,4.3,5.7,34.8,80.4,1.3,2.3,1.1,160.5,3.0,45.60000000000001,0.9999999999999998
085.J5,43.3,204.2,1.3,4.3,5.7,33.4,78.9,1.3,2.3,1.1,160.89999999999998,3.0,45.50000000000001,0.9999999999999998
085.J6,43.4,204.2,1.3,4.3,5.7,34.1,79.7,1.3,2.3,1.1,160.79999999999998,3.0,45.6,0.9999999999999998
085.K,43.2,203.9,1.3,4.3,5.7,34.5,79.0,1.3,2.3,1.1,160.7,3.0,44.5,0.9999999999999998
086.11,54.3,201.9,1.3,3.8,6.1,78.8,140.2,1.2,2.0,1.7,147.60000000000002,2.5,61.39999999999999,0.8
086.121,51.9,202.3,1.3,3.9,6.0,71.7,123.0,1.2,2.1,1.4,150.4,2.5999999999999996,51.3,0.9000000000000001
086.122,52.5,201.8,1.3,3.8,6.1,73.9,127.8,1.2,2.0,1.4,149.3,2.5,53.89999999999999,0.8
086.123,53.2,201.5,1.3,3.8,6.1,76.1,133.0,1.2,2.0,1.5,148.3,2.5,56.900000000000006,0.8
086.12Z,51.6,202.3,1.3,3.9,6.0,70.4,120.7,1.2,2.1,1.3,150.70000000000002,2.5999999999999996,50.3,0.9000000000000001
086.1A,52.5,202.4,1.3,3.9,6.0,73.6,126.6,1.2,2.0,1.4,149.9,2.5999999999999996,53.0,0.8
